metric,metric_label,k,representation_a,representation_a_name,representation_b,representation_b_name,n_pairs,wilcoxon_statistic,p_value_raw,mean_difference_A_minus_B,median_difference_A_minus_B,pct_A_lower,pct_B_lower,pct_tie,rank_biserial_A_minus_B,p_value_holm,significant_holm
absolute_error_days,Absolute error (days),20,e5_base,E5 Base,bge_m3,BGE-M3,1942,698127.0,1.188751679574187e-22,10.372811534500515,8.224999999999994,41.040164778578784,58.75386199794027,0.20597322348094746,0.2568733364521944,2.4963785271057926e-21,True
absolute_error_days,Absolute error (days),20,e5_base,E5 Base,tfidf,TF-IDF,1942,801105.0,1.9668651308081858e-08,7.367739443872296,5.450000000000017,45.15962924819774,54.63439752832132,0.20597322348094746,0.14725761100564108,3.343670722373916e-07,True
absolute_error_days,Absolute error (days),20,minilm,MiniLM,bert_large_pt,BERT Large PT,1942,873603.5,0.0053692303390720335,3.5440010298661178,2.400000000000034,47.83728115345005,52.111225540679705,0.051493305870236865,0.0729576046407115,0.053692303390720335,False
absolute_error_days,Absolute error (days),20,minilm,MiniLM,qwen3,Qwen3,1942,855019.5,0.0004653642254191094,4.2453913491246125,3.424999999999983,46.80741503604531,53.08959835221421,0.10298661174047373,0.09174301693780972,0.0060497349304484225,True
absolute_error_days,Absolute error (days),20,minilm,MiniLM,bge_m3,BGE-M3,1942,778980.0,3.6996069554758895e-11,7.881050463439752,6.724999999999994,43.76930998970134,56.17919670442843,0.051493305870236865,0.17336928579501049,7.02925321540419e-10,True
absolute_error_days,Absolute error (days),20,minilm,MiniLM,tfidf,TF-IDF,1942,849221.0,0.0001402582160653195,4.8759783728115345,3.775000000000034,46.240988671472714,53.75901132852729,0.0,0.09975920320270872,0.001963615024914473,True
absolute_error_days,Absolute error (days),20,bert_large_pt,BERT Large PT,qwen3,Qwen3,1942,935723.0,0.8185183510703175,0.7013903192584953,-0.20000000000001705,50.25746652935118,49.63954685890834,0.10298661174047373,0.0060145424029488465,1.0,False
absolute_error_days,Absolute error (days),20,bert_large_pt,BERT Large PT,bge_m3,BGE-M3,1942,861967.0,0.0011331003000175292,4.337049433573634,2.4749999999999943,47.42533470648816,52.523171987641604,0.051493305870236865,0.08530591692837788,0.01359720360021035,True
absolute_error_days,Absolute error (days),20,bert_large_pt,BERT Large PT,tfidf,TF-IDF,1942,919195.5,0.32886996684532666,1.3319773429454167,1.5999999999999943,48.558187435633364,51.44181256436663,0.0,0.025580750673282263,0.98660990053598,False
absolute_error_days,Absolute error (days),20,qwen3,Qwen3,bge_m3,BGE-M3,1942,871541.0,0.0036772632202210095,3.6356591143151396,2.0500000000000114,47.94026776519053,52.05973223480947,0.0,0.07609825442198433,0.040449895422431104,True
absolute_error_days,Absolute error (days),20,qwen3,Qwen3,tfidf,TF-IDF,1942,931087.5,0.6481886485591579,0.6305870236869219,0.05000000000001137,49.94850669412976,50.0,0.051493305870236865,0.011957270902541556,1.0,False
absolute_error_days,Absolute error (days),20,bge_m3,BGE-M3,tfidf,TF-IDF,1942,891881.0,0.037379349399475875,-3.0050720906282176,-2.0250000000000057,51.85375901132853,48.14624098867147,0.0,-0.05453626077503388,0.299034795195807,False
